序号,作物名称,种质名称,科名,属名,种名或亚种名,原产地,原产省,原产国,来源地,资源类型,主要特性,生育周期,系谱,选育单位,育成年份,海拔,经度,纬度,鉴定试验地点,土壤类型,生态系统类型,年均温度,年均降雨量,图像,抗旱性鉴定结果,保存单位,库编号,圃编号,引种号,采集号,保存资源类型,保存方式,实物状态,共享方式,获取途径
YAAS0079,水稻,小黄糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),开远市,云南,中国,云南昆明,地方品种,,1年生,,,,1065,10315,2342,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,044(026)-3-2,,,,种子,库,好,合作研究,现场获取
YAAS0080,水稻,旱毫皮糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),镇康县,云南,中国,云南昆明,地方品种,,1年生,,,, 920, 9858,2404,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,030(101)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0081,水稻,石咀谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),开远市,云南,中国,云南昆明,地方品种,,1年生,,,,1065,10315,2342,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,044(019)-1-1,,,,种子,库,好,合作研究,现场获取
YAAS0082,水稻,毫糯(不糯),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,029(140)-1-1,,,,种子,库,好,合作研究,现场获取
YAAS0083,水稻,红壳地糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),广南县,云南,中国,云南昆明,地方品种,,1年生,,,,1450,10513,2412,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,034(119)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0084,水稻,白壳糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),瑞丽县,云南,中国,云南昆明,地方品种,,1年生,,,, 773, 9751,2401,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,018(063)-3-2,,,,种子,库,好,合作研究,现场获取
YAAS0085,水稻,冷水糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),广南县,云南,中国,云南昆明,地方品种,,1年生,,,,1450,10513,2412,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,034(121)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0086,水稻,长毛冷水谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,029(136)-3-1,,,,种子,库,好,合作研究,现场获取
YAAS0087,水稻,蚂蚱谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,049(011)-1-1,,,,种子,库,好,合作研究,现场获取
YAAS0088,水稻,冷水谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),开远市,云南,中国,云南昆明,地方品种,,1年生,,,,1065,10315,2342,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,044(022)-3-1,,,,种子,库,好,合作研究,现场获取
YAAS0089,水稻,草皮谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),墨江县,云南,中国,云南昆明,地方品种,,1年生,,,,1310,10143,2326,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,010(425)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0090,水稻,毫糯勐兴,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),勐海县,云南,中国,云南昆明,地方品种,,1年生,,,,1188,10025,2155,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,014(307)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0091,水稻,旧地谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),江城县,云南,中国,云南昆明,地方品种,,1年生,,,,1130,10152,2236,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,001(127)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0092,水稻,前现谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),景洪县,云南,中国,云南昆明,地方品种,,1年生,,,, 551,10048,2200,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,012(079)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0093,水稻,植引一号,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),勐海县,云南,中国,云南昆明,地方品种,,1年生,,,,1188,10025,2155,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,014(179)-3-1,,,,种子,库,好,合作研究,现场获取
YAAS0094,水稻,毫地,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),勐海县,云南,中国,云南昆明,地方品种,,1年生,,,,1188,10025,2155,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,014(239)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0095,水稻,结粒谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),墨江县,云南,中国,云南昆明,地方品种,,1年生,,,,1310,10143,2326,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,010(288)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0096,水稻,红皮糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),勐海县,云南,中国,云南昆明,地方品种,,1年生,,,,1188,10025,2155,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,014(096)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0097,水稻,毫格捞(老),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),孟连县,云南,中国,云南昆明,地方品种,,1年生,,,, 960, 9937,2220,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,002(019)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0098,水稻,毫安旺灭绕,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),瑞丽县,云南,中国,云南昆明,地方品种,,1年生,,,, 773, 9751,2401,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,018(026)-1-1,,,,种子,库,好,合作研究,现场获取
YAAS0099,水稻,毫宾选(一),Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),孟连县,云南,中国,云南昆明,地方品种,,1年生,,,, 960, 9937,2220,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,002(088)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0100,水稻,西三岩101号,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),西盟县,云南,中国,云南昆明,地方品种,,1年生,,,,1940, 9927,2244,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,004(126)-3-1,,,,种子,库,好,合作研究,现场获取
YAAS0101,水稻,镰刀谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),墨江县,云南,中国,云南昆明,地方品种,,1年生,,,,1310,10143,2326,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,010(283)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0102,水稻,大迟糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),江城县,云南,中国,云南昆明,地方品种,,1年生,,,,1130,10152,2236,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,001(063)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0103,水稻,大白糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),景洪县,云南,中国,云南昆明,地方品种,,1年生,,,, 551,10048,2200,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,012(086)-2-2,,,,种子,库,好,合作研究,现场获取
YAAS0104,水稻,长毛谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),陇川县,云南,中国,云南昆明,地方品种,,1年生,,,, 980, 9757,2421,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,019(029)-3-2,,,,种子,库,好,合作研究,现场获取
YAAS0105,水稻,白壳地糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),广南县,云南,中国,云南昆明,地方品种,,1年生,,,,1450,10513,2412,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,034(105)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0106,水稻,冷浸谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),广南县,云南,中国,云南昆明,地方品种,,1年生,,,,1450,10513,2412,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,034(103)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0107,水稻,黄金谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,049(090)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0108,水稻,地谷糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),广南县,云南,中国,云南昆明,地方品种,,1年生,,,,1450,10513,2412,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,034(106)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0109,水稻,矮糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),广南县,云南,中国,云南昆明,地方品种,,1年生,,,,1450,10513,2412,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,034(083)-3-2,,,,种子,库,好,合作研究,现场获取
YAAS0110,水稻,商谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,049(092)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0111,水稻,麻渣糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,049(065)-1-2,,,,种子,库,好,合作研究,现场获取
YAAS0112,水稻,母鸡糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,049(099)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0113,水稻,马罗糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,049(097)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0114,水稻,白香糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,049(098)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0115,水稻,黄香糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期弱,云南省农业科学院生物技术与种质资源研究所,049(096)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0116,水稻,皮条谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,049(074)-3-1,,,,种子,库,好,合作研究,现场获取
YAAS0117,水稻,大弯糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,049(022)-1-2,,,,种子,库,好,合作研究,现场获取
YAAS0118,水稻,毛谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,049(058)-1-1,,,,种子,库,好,合作研究,现场获取
YAAS0119,水稻,马打谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,049(088)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0120,水稻,大弯谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,049(064)-1-2,,,,种子,库,好,合作研究,现场获取
YAAS0121,水稻,现中谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),金平县,云南,中国,云南昆明,地方品种,,1年生,,,,1248,10314,2247,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,049(060)-1-1,,,,种子,库,好,合作研究,现场获取
YAAS0122,水稻,豪糯靠,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,029(092)-2-2,,,,种子,库,好,合作研究,现场获取
YAAS0123,水稻,红吊谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),石屏县,云南,中国,云南昆明,地方品种,,1年生,,,,1420,10229,2343,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,043(018)-1-1,,,,种子,库,好,合作研究,现场获取
YAAS0124,水稻,背子谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,029(076)-3-1,,,,种子,库,好,合作研究,现场获取
YAAS0125,水稻,麻线谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,029(122)-4-1,,,,种子,库,好,合作研究,现场获取
YAAS0126,水稻,背子糯,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期中等,云南省农业科学院生物技术与种质资源研究所,029(088)-3-2,,,,种子,库,好,合作研究,现场获取
YAAS0127,水稻,豪楞罕,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,029(079)-3-2,,,,种子,库,好,合作研究,现场获取
YAAS0128,水稻,矮棵红谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),弥勒县,云南,中国,云南昆明,地方品种,,1年生,,,,1434,10326,2424,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,042(016)-3-1,,,,种子,库,好,合作研究,现场获取
YAAS0129,水稻,刺白谷,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),弥勒县,云南,中国,云南昆明,地方品种,,1年生,,,,1434,10326,2424,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,042(031)-1-1,,,,种子,库,好,合作研究,现场获取
YAAS0130,水稻,红长毛,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. hsien Ting(籼亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期强,云南省农业科学院生物技术与种质资源研究所,029(182)-4-2,,,,种子,库,好,合作研究,现场获取
YAAS0131,水稻,饭毫皮,Gramineae(禾本科),Oryza L.(稻属),Oryza sativa L. spp. keng Ting(粳亚种),耿马县,云南,中国,云南昆明,地方品种,,1年生,,,,1125, 9924,2332,云南元江,砂壤,,,,,芽期极强,云南省农业科学院生物技术与种质资源研究所,029(171)-2-1,,,,种子,库,好,合作研究,现场获取
